collmjo01,87.45443425076455
happja01,90.7586255963843
cecilbr01,90.36879325910328
watsoto01,
klubeco01,92.65073839662459
hunteto02,92.2572235797188
jepseke01,95.43760475804268
mijarjo01,90.86796147672565
lylesjo01,91.45983399494774
atchisc01,90.93752997601919
parnebo01,95.39329569513089
waldejo01,96.59168421052637
strasst01,95.40295502092043
kenneia01,90.33477989384957
woodtr01,89.3027216494846
tomlijo01,88.74740495867768
mcgeeja01,95.69473426402142
dunnmi01,94.33924820342736
wilheto01,95.59661629434964
mujiced01,91.94094230284725
brothre01,94.08301418439707
lopezwi01,92.5313499111901
clippty01,91.9190047102191
matthry01,93.09947580645174
duffyda01,93.51908951798039
chapmar01,98.62570298769758
simonal01,93.86858119101876
chatwty01,93.05373027259687
smylydr01,90.54521021820106
worleva01,89.63789670192922
colemlo01,89.62981818181822
blevije01,90.57142857142857
lynnla01,92.38981565979182
thayeda01,92.70926342875542
reedad01,93.13919206236712
palmema01,88.51462365591404
iwakuhi01,89.57209383753491
herreke01,98.14685730464345
fistedo01,88.21014839636183
ueharko01,88.20436681222724
enrigba01,89.36915584415581
takahhi01,88.70963554667996
richaga01,95.48484970748444
arrieja01,93.29258533855626
matusbr01,90.29995547640259
fiersmi01,88.86556495003845
perezch01,94.03829331046295
detwiro01,92.59627062706286
janseke01,93.73241379310343
colliti01,92.71555352241523
rossty01,93.07038034865282
gregelu01,89.47391910739191
latosma01,92.64047146073389
beatope01,92.79044776119406
ogandal01,95.02554698895604
boggsmi01,94.49308565531464
novaiv01,92.80860882698424
bastaan01,92.09844219732187
hendrli01,91.47002734108011
beavabl01,90.46770616770631
richacl01,90.93143986169456
perryry01,94.96540911317986
tillmch01,91.22736579275886
rogeres01,94.0569435769313
baileho02,93.274635149024
cashnan01,94.99346468044197
brachbr01,92.85527906150024
daviswa01,92.61336627696761
salasfe01,91.0569400630913
motteja01,95.79836027713635
chacijh01,90.19501442770094
minormi01,90.47068445291431
hernada01,94.00063438359021
melanma01,92.64956140350878
hellije01,90.63722535211264
cishest01,91.82159090909092
romose01,88.47435610302367
niemaje01,91.28201737070654
smithwi04,91.66218306832828
roberda08,92.24308419244018
norribu01,92.90466659531191
dedunsa01,90.06839443742105
lecursa01,88.97389307969767
frierer01,93.41820754716993
kellyjo05,95.13351104341208
santihe01,91.39562780269067
narvech01,88.23746250749853
cobbal01,91.00432357043239
pomerdr01,91.06547683923675
storedr01,94.30510610079585
chaveje01,92.56441883276108
romerri01,91.29386968415815
ohlenro01,91.72264150943377
mcallza01,92.44852858481724
anderbr04,91.4634365994237
wellsra01,89.56989066442408
webbry01,93.28888888888889
rossro01,91.6673547157828
bailean01,93.82605218855221
alvarhe01,92.98665318503568
aceveal01,92.27605779153748
zimmejo02,93.49439896992554
priceda01,94.16640247178941
axforjo01,95.44791288566262
huffda01,90.61083313665337
mcdonja03,92.19566362359545
torreca01,91.14328165374685
hansoto01,91.24038310566823
quintjo01,91.19452825013718
nicasju01,92.98704615946006
russeja02,88.86580944350773
gonzami03,91.17139360027977
porceri01,90.86641105458982
moorema02,93.18502313840949
leakemi01,89.9570750237418
ramirer02,91.43219589257488
bergebr02,90.12314747767297
estrama01,89.54520741894365
cookry01,94.68138252756563
niesejo01,89.64437397484964
noesihe01,92.91695955369588
stroppe01,95.51542680836477
valdera02,86.87605536332174
mileywa01,90.88565663553557
odayda01,86.66386049308478
gonzagi01,92.169675845242
ondrulo01,92.96560432952484
stammcr01,90.57392592592622
vasques01,93.35964673913043
bumgama01,91.57807982740033
duensbr01,91.56298342541449
leblawa01,86.33643452541008
cahiltr01,90.70883748517188
badenbu01,88.19563636363631
eovalna01,95.52215636014101
hugheja02,92.67876447876452
geedi01,89.5029764001411
cokeph01,92.90997350036113
rzepcma01,91.325
bassan01,92.41109298531799
crowaa01,93.82738589211611
stulter01,87.69215461155764
brittza01,92.9280847842545
berkeja01,91.7015094339623
keuchda01,89.29167220744668
hollade01,93.43883495145631
shawbr01,90.74941176470588
medlekr01,89.90673407096521
garcija02,89.68130795510015
delarru01,94.42866141732266
axelrdy01,88.12339089481961
hollagr01,95.43223367697593
ottavad01,93.24497498863099
rodrihe03,97.95964083175814
phelpda01,90.262119594234
sippto01,91.2888269571826
pestavi01,91.59087591240913
salech01,93.55584905660373
santose01,94.93526946107802
felizne01,95.46272047033614
milonto01,87.14649802099497
lincobr01,92.48532513181037
sanchbr01,88.11116600790491
drabeky01,92.79068117313135
paulife01,95.08749341758818
furbuch01,91.35476793248945
doubrfe01,91.27381605412312
breslcr01,90.08049082284997
chenwe02,91.32537175944243
mazzavi01,92.24382215671805
leagubr01,94.73024691358026
bardda01,96.4543309859154
kimbrcr01,96.70615496017385
samarje01,94.53692619530192
gomezje01,89.91950464396281
handbr01,91.61921507064379
delgara01,92.27260951483738
moralfr01,92.82714201299977
